ID,Case Number,Date,Block,IUCR,Primary Type,Description,Location Description,Arrest,Domestic,Beat,District,Ward,Community Area,FBI Code,X Coordinate,Y Coordinate,Year,Updated On,Latitude,Longitude,Location
11073872,JA414208,09/01/2017 05:00:00 AM,050XX N KENMORE AVE,031A,ROBBERY,ARMED: HANDGUN,STREET,false,false,2024,020,46,3,03,1168337,1933874,2017,09/08/2017 03:48:38 PM,41.974085455,-87.656352943,"(41.974085455, -87.656352943)"
11073878,JA414170,09/01/2017 01:53:00 AM,121XX S EDBROOKE AVE,0331,ROBBERY,ATTEMPT: AGGRAVATED,STREET,false,false,0532,005,9,53,03,1179390,1824559,2017,09/08/2017 03:48:38 PM,41.673869681,-87.619050387,"(41.673869681, -87.619050387)"
11073884,JA414192,09/01/2017 04:00:00 AM,037XX W 16TH ST,033A,ROBBERY,ATTEMPT: ARMED-HANDGUN,SIDEWALK,false,false,1014,010,24,29,03,1151807,1891788,2017,09/08/2017 03:48:38 PM,41.858940061,-87.718248452,"(41.858940061, -87.718248452)"
11073892,JA414214,09/01/2017 05:22:00 AM,053XX N BROADWAY,031A,ROBBERY,ARMED: HANDGUN,STREET,false,false,2013,020,48,77,03,1167351,1935512,2017,09/08/2017 03:48:38 PM,41.9786015,-87.659931368,"(41.9786015, -87.659931368)"
11073912,JA414217,09/01/2017 04:05:00 AM,002XX S CICERO AVE,031A,ROBBERY,ARMED: HANDGUN,SIDEWALK,false,false,1113,011,28,25,03,1144429,1898448,2017,09/08/2017 03:48:38 PM,41.877357793,-87.745163437,"(41.877357793, -87.745163437)"
11073940,JA414188,09/01/2017 03:45:00 AM,037XX W POLK ST,031A,ROBBERY,ARMED: HANDGUN,SIDEWALK,false,false,1133,011,24,27,03,1151728,1896119,2017,09/08/2017 03:48:38 PM,41.870826375,-87.718424566,"(41.870826375, -87.718424566)"
11073971,JA414212,09/01/2017 04:30:00 AM,069XX S LAFLIN ST,0312,ROBBERY,ARMED:KNIFE/CUTTING INSTRUMENT,RESIDENCE,false,false,0734,007,17,67,03,1167536,1858617,2017,09/08/2017 03:48:38 PM,41.767591513,-87.661464502,"(41.767591513, -87.661464502)"
11074087,JA414356,09/01/2017 08:20:00 AM,015XX W 47TH ST,0320,ROBBERY,STRONGARM - NO WEAPON,PARKING LOT/GARAGE(NON.RESID.),false,false,0924,009,3,61,03,1166667,1873559,2017,09/08/2017 03:48:38 PM,41.808612776,-87.664223537,"(41.808612776, -87.664223537)"
11074144,JA414374,09/01/2017 03:30:00 AM,007XX N LAMON AVE,031A,ROBBERY,ARMED: HANDGUN,SIDEWALK,false,false,1531,015,37,25,03,1143562,1904275,2017,09/08/2017 03:48:38 PM,41.89336404,-87.748200976,"(41.89336404, -87.748200976)"
11074160,JA414468,09/01/2017 10:25:00 AM,023XX N CICERO AVE,031A,ROBBERY,ARMED: HANDGUN,OTHER,false,false,2522,025,31,19,03,1144014,1915090,2017,09/08/2017 03:48:38 PM,41.923033098,-87.746269075,"(41.923033098, -87.746269075)"
11074169,JA414313,09/01/2017 07:50:00 AM,016XX W 47TH ST,0313,ROBBERY,ARMED: OTHER DANGEROUS WEAPON,DRUG STORE,false,false,0924,009,3,61,03,1166298,1873549,2017,09/08/2017 03:48:38 PM,41.80859321,-87.665577234,"(41.80859321, -87.665577234)"
11074205,JA414259,09/01/2017 07:39:00 AM,044XX S DREXEL BLVD,0325,ROBBERY,VEHICULAR HIJACKING,SIDEWALK,false,false,0221,002,4,39,03,1182937,1875819,2017,09/08/2017 03:48:38 PM,41.814451291,-87.604478962,"(41.814451291, -87.604478962)"
11074237,JA414627,09/01/2017 12:40:00 PM,008XX W GARFIELD BLVD,0320,ROBBERY,STRONGARM - NO WEAPON,SIDEWALK,false,false,0934,009,20,61,03,1171618,1868382,2017,09/08/2017 03:48:38 PM,41.79429933,-87.646216187,"(41.79429933, -87.646216187)"
11074258,JA414405,09/01/2017 09:52:00 AM,029XX W 63RD ST,031A,ROBBERY,ARMED: HANDGUN,SMALL RETAIL STORE,false,false,0823,008,15,66,03,1158022,1862729,2017,09/08/2017 03:48:38 PM,41.779074091,-87.696226042,"(41.779074091, -87.696226042)"
11074262,JA414598,09/01/2017 12:15:00 PM,042XX S KILDARE BLVD,031A,ROBBERY,ARMED: HANDGUN,WAREHOUSE,false,false,0815,008,14,57,03,1148344,1876091,2017,09/08/2017 03:48:38 PM,41.815932758,-87.731363898,"(41.815932758, -87.731363898)"
11074330,JA414609,09/01/2017 12:39:00 PM,009XX N MENARD AVE,0320,ROBBERY,STRONGARM - NO WEAPON,SIDEWALK,false,false,1511,015,29,25,03,1137516,1905878,2017,09/08/2017 03:48:38 PM,41.89787387,-87.770367466,"(41.89787387, -87.770367466)"
11074354,JA414828,09/01/2017 01:30:00 PM,084XX S KENNETH AVE,0630,BURGLARY,ATTEMPT FORCIBLE ENTRY,RESIDENCE,false,false,0834,008,18,70,05,1148223,1848298,2017,09/08/2017 03:48:38 PM,41.739666546,-87.732520051,"(41.739666546, -87.732520051)"
11074358,JA414770,09/01/2017 01:45:00 PM,011XX W BERWYN AVE,0330,ROBBERY,AGGRAVATED,CTA TRAIN,false,false,2023,020,48,77,03,1167718,1935356,2017,09/08/2017 03:48:38 PM,41.978165506,-87.658586238,"(41.978165506, -87.658586238)"
11074373,JA414781,09/01/2017 01:45:00 PM,034XX W BELDEN AVE,0620,BURGLARY,UNLAWFUL ENTRY,APARTMENT,false,false,1413,014,26,22,05,1153184,1915080,2017,09/08/2017 03:48:38 PM,41.922828444,-87.712575377,"(41.922828444, -87.712575377)"
11074434,JA414901,09/01/2017 01:00:00 PM,082XX S EBERHART AVE,0610,BURGLARY,FORCIBLE ENTRY,APARTMENT,false,false,0631,006,6,44,05,1181010,1850438,2017,09/08/2017 03:48:38 PM,41.744848023,-87.61232795,"(41.744848023, -87.61232795)"
11074466,JA414853,09/01/2017 03:35:00 PM,038XX W MADISON ST,031A,ROBBERY,ARMED: HANDGUN,GROCERY FOOD STORE,false,false,1122,011,28,26,03,1150780,1899737,2017,09/08/2017 03:48:38 PM,41.880773152,-87.721810393,"(41.880773152, -87.721810393)"
11074467,JA414956,09/01/2017 03:35:00 PM,057XX W 63RD ST,0320,ROBBERY,STRONGARM - NO WEAPON,SMALL RETAIL STORE,false,false,0812,008,13,64,03,1139351,1862205,2017,09/08/2017 03:48:38 PM,41.777995351,-87.76468954,"(41.777995351, -87.76468954)"
11074470,JA415014,09/01/2017 05:15:00 AM,057XX W SUPERIOR ST,0620,BURGLARY,UNLAWFUL ENTRY,RESIDENCE,false,false,1511,015,29,25,05,1138026,1904422,2017,09/08/2017 03:48:38 PM,41.893869226,-87.768529462,"(41.893869226, -87.768529462)"
11074529,JA414549,09/01/2017 10:45:00 AM,033XX S DR MARTIN LUTHER KING JR DR,0340,ROBBERY,ATTEMPT: STRONGARM-NO WEAPON,STREET,false,false,0211,002,2,35,03,1179356,1883009,2017,09/08/2017 03:48:38 PM,41.834263806,-87.617394571,"(41.834263806, -87.617394571)"
11074535,JA414865,09/01/2017 03:15:00 PM,023XX W NORTH AVE,031A,ROBBERY,ARMED: HANDGUN,SMALL RETAIL STORE,false,false,1424,014,1,24,03,1160581,1910586,2017,09/08/2017 03:48:38 PM,41.910346429,-87.685521034,"(41.910346429, -87.685521034)"
11074542,JA415001,09/01/2017 05:04:00 PM,010XX S DESPLAINES ST,0320,ROBBERY,STRONGARM - NO WEAPON,SIDEWALK,false,false,0124,001,2,28,03,1172076,1895764,2017,09/08/2017 03:48:38 PM,41.869427945,-87.643730679,"(41.869427945, -87.643730679)"
11074562,JA415126,09/01/2017 01:54:00 PM,049XX N TROY ST,0610,BURGLARY,FORCIBLE ENTRY,APARTMENT,false,false,1713,017,33,14,05,1154488,1932555,2017,09/08/2017 03:48:38 PM,41.970755062,-87.70731506,"(41.970755062, -87.70731506)"
11074609,JA415181,09/01/2017 06:55:00 PM,052XX S MICHIGAN AVE,0620,BURGLARY,UNLAWFUL ENTRY,APARTMENT,false,false,0225,002,3,40,05,1178049,1870199,2017,09/08/2017 03:48:38 PM,41.799141876,-87.622579012,"(41.799141876, -87.622579012)"
11074627,JA414937,09/01/2017 09:45:00 AM,101XX S EGGLESTON AVE,0610,BURGLARY,FORCIBLE ENTRY,RESIDENCE,false,false,2232,022,9,73,05,1175297,1837482,2017,09/08/2017 03:48:38 PM,41.709424475,-87.633646958,"(41.709424475, -87.633646958)"
11074683,JA415269,09/01/2017 07:40:00 PM,026XX W CARMEN AVE,0320,ROBBERY,STRONGARM - NO WEAPON,ALLEY,false,false,2031,020,40,4,03,1157799,1933765,2017,09/08/2017 03:48:38 PM,41.974008328,-87.695107056,"(41.974008328, -87.695107056)"
11074704,JA415337,09/01/2017 09:15:00 PM,047XX N SPAULDING AVE,0330,ROBBERY,AGGRAVATED,SIDEWALK,false,false,1713,017,33,14,03,1153526,1931284,2017,09/08/2017 03:48:38 PM,41.967286595,-87.710886387,"(41.967286595, -87.710886387)"
11074723,JA415027,09/01/2017 07:10:00 AM,052XX S CORNELL AVE,0620,BURGLARY,UNLAWFUL ENTRY,RESIDENCE,false,false,0234,002,4,41,05,1188049,1870822,2017,09/08/2017 03:48:38 PM,41.80061868,-87.585887262,"(41.80061868, -87.585887262)"
11074732,JA415291,09/01/2017 05:00:00 AM,075XX S CHAMPLAIN AVE,0610,BURGLARY,FORCIBLE ENTRY,APARTMENT,false,false,0624,006,6,69,05,1181869,1855220,2017,09/08/2017 03:48:38 PM,41.757950552,-87.609032976,"(41.757950552, -87.609032976)"
11074752,JA415064,09/01/2017 04:55:00 PM,102XX S VERNON AVE,031A,ROBBERY,ARMED: HANDGUN,RESIDENCE,false,false,0511,005,9,49,03,1181055,1837089,2017,09/08/2017 03:48:38 PM,41.708215707,-87.612572615,"(41.708215707, -87.612572615)"
11074753,JA415007,09/01/2017 12:30:00 PM,029XX W FULTON ST,0610,BURGLARY,FORCIBLE ENTRY,RESIDENCE,false,false,1222,012,27,27,05,1156707,1901865,2017,09/08/2017 03:48:38 PM,41.886494636,-87.699989161,"(41.886494636, -87.699989161)"
11074765,JA415297,09/01/2017 02:30:00 AM,0000X S LOCKWOOD AVE,031A,ROBBERY,ARMED: HANDGUN,STREET,false,false,1522,015,29,25,03,1141011,1899420,2017,09/08/2017 03:48:38 PM,41.880088675,-87.75768962,"(41.880088675, -87.75768962)"
11074794,JA415392,09/01/2017 10:45:00 PM,019XX W CORNELIA AVE,033A,ROBBERY,ATTEMPT: ARMED-HANDGUN,SIDEWALK,false,false,1922,019,47,5,03,1162889,1923252,2017,09/08/2017 03:48:38 PM,41.945054578,-87.676686002,"(41.945054578, -87.676686002)"
11074807,JA415433,09/01/2017 11:15:00 PM,052XX W ADAMS ST,0320,ROBBERY,STRONGARM - NO WEAPON,STREET,false,false,1522,015,29,25,03,1141562,1898832,2017,09/08/2017 03:48:38 PM,41.87846497,-87.755680918,"(41.87846497, -87.755680918)"
11074812,JA415471,09/02/2017 12:03:00 AM,023XX N RIDGEWAY AVE,031A,ROBBERY,ARMED: HANDGUN,STREET,false,false,2525,025,35,22,03,1150990,1915324,2017,09/09/2017 03:47:24 PM,41.923541301,-87.720630505,"(41.923541301, -87.720630505)"
11074815,JA415491,09/01/2017 11:30:00 PM,001XX N HOYNE AVE,0610,BURGLARY,FORCIBLE ENTRY,OTHER,false,false,1223,012,2,28,05,1162391,1900876,2017,09/08/2017 03:48:38 PM,41.883663723,-87.679143787,"(41.883663723, -87.679143787)"
11074859,JA415506,09/02/2017 12:05:00 AM,009XX W MONTROSE AVE,0620,BURGLARY,UNLAWFUL ENTRY,APARTMENT,false,false,1914,019,46,3,05,1169296,1929405,2017,09/09/2017 03:47:24 PM,41.961801536,-87.652956961,"(41.961801536, -87.652956961)"
11074863,JA415417,09/01/2017 10:45:00 PM,017XX W BARRY AVE,031A,ROBBERY,ARMED: HANDGUN,STREET,false,false,1931,019,32,6,03,1164222,1920629,2017,09/08/2017 03:48:38 PM,41.9378288,-87.671860826,"(41.9378288, -87.671860826)"
11074874,JA415554,09/02/2017 02:00:00 AM,001XX N LA SALLE ST,0320,ROBBERY,STRONGARM - NO WEAPON,CONVENIENCE STORE,false,false,0122,001,42,32,03,1175111,1901119,2017,09/09/2017 03:47:24 PM,41.88405495,-87.632427936,"(41.88405495, -87.632427936)"
11074876,JA415527,09/02/2017 01:30:00 AM,079XX S INGLESIDE AVE,0320,ROBBERY,STRONGARM - NO WEAPON,STREET,false,false,0624,006,8,44,03,1183938,1852623,2017,09/09/2017 03:47:24 PM,41.750776068,-87.601531362,"(41.750776068, -87.601531362)"
11074879,JA415535,09/02/2017 01:20:00 AM,100XX S LAFAYETTE AVE,0320,ROBBERY,STRONGARM - NO WEAPON,STREET,false,false,0511,005,9,49,03,1177694,1838497,2017,09/09/2017 03:47:24 PM,41.712155991,-87.624838296,"(41.712155991, -87.624838296)"
11074902,JA415523,09/02/2017 12:45:00 AM,030XX N PARKSIDE AVE,0320,ROBBERY,STRONGARM - NO WEAPON,SIDEWALK,false,false,2514,025,31,19,03,1138174,1919688,2017,09/09/2017 03:47:24 PM,41.935758214,-87.767616073,"(41.935758214, -87.767616073)"
11074928,JA415597,09/02/2017 03:23:00 AM,032XX N ALBANY AVE,031A,ROBBERY,ARMED: HANDGUN,SIDEWALK,false,false,1733,017,33,21,03,1155146,1921416,2017,09/09/2017 03:47:24 PM,41.940175709,-87.705195747,"(41.940175709, -87.705195747)"
11074947,JA415625,09/02/2017 04:00:00 AM,008XX W SUPERIOR ST,033A,ROBBERY,ATTEMPT: ARMED-HANDGUN,STREET,false,false,1214,012,27,24,03,1170722,1905274,2017,09/09/2017 03:47:24 PM,41.895553775,-87.648422901,"(41.895553775, -87.648422901)"
11074940,JA415604,09/02/2017 03:20:00 AM,008XX N DEARBORN ST,0320,ROBBERY,STRONGARM - NO WEAPON,STREET,true,false,1832,018,42,8,03,1175784,1906081,2017,09/28/2017 03:46:23 PM,41.897655833,-87.629807239,"(41.897655833, -87.629807239)"
11074956,JA414333,09/01/2017 08:30:00 AM,008XX W 76TH ST,0320,ROBBERY,STRONGARM - NO WEAPON,ALLEY,false,false,0621,006,17,71,03,1171793,1854454,2017,09/08/2017 03:48:38 PM,41.756075412,-87.645982678,"(41.756075412, -87.645982678)"
11074991,JA415647,09/02/2017 05:15:00 AM,025XX N MILWAUKEE AVE,0320,ROBBERY,STRONGARM - NO WEAPON,SIDEWALK,false,false,1414,014,35,22,03,1155378,1916716,2017,09/09/2017 03:47:24 PM,41.927273891,-87.704469775,"(41.927273891, -87.704469775)"
11075013,JA415309,09/01/2017 08:00:00 PM,082XX S SPRINGFIELD AVE,0320,ROBBERY,STRONGARM - NO WEAPON,STREET,false,false,0834,008,18,70,03,1151821,1849838,2017,09/08/2017 03:48:38 PM,41.743822887,-87.719297084,"(41.743822887, -87.719297084)"
11075025,JA415620,09/02/2017 03:41:00 AM,009XX N ASHLAND AVE,0610,BURGLARY,FORCIBLE ENTRY,SMALL RETAIL STORE,false,false,1213,012,1,24,05,1165560,1906246,2017,09/09/2017 03:47:24 PM,41.898332525,-87.667353928,"(41.898332525, -87.667353928)"
11075054,JA414769,09/01/2017 01:45:00 PM,008XX W 63RD ST,0320,ROBBERY,STRONGARM - NO WEAPON,SIDEWALK,false,false,0723,007,20,68,03,1171886,1863079,2017,09/08/2017 03:48:38 PM,41.77974142,-87.645389036,"(41.77974142, -87.645389036)"
11075058,JA415676,09/02/2017 05:00:00 AM,040XX W 31ST ST,0630,BURGLARY,ATTEMPT FORCIBLE ENTRY,APARTMENT,false,false,1031,010,22,30,05,1149721,1883727,2017,09/09/2017 03:47:24 PM,41.836860408,-87.726114751,"(41.836860408, -87.726114751)"
11075072,JA415704,09/02/2017 08:00:00 AM,011XX E 67TH ST,031A,ROBBERY,ARMED: HANDGUN,ALLEY,false,false,0321,003,5,42,03,1185136,1860815,2017,09/09/2017 03:47:24 PM,41.773227652,-87.596884363,"(41.773227652, -87.596884363)"
11075093,JA415710,09/02/2017 08:20:00 AM,008XX N ST LOUIS AVE,0320,ROBBERY,STRONGARM - NO WEAPON,SIDEWALK,false,false,1121,011,27,23,03,1152897,1905279,2017,09/09/2017 03:47:24 PM,41.895939304,-87.713889988,"(41.895939304, -87.713889988)"
11075098,JA415794,09/01/2017 11:30:00 PM,007XX N NOBLE ST,0620,BURGLARY,UNLAWFUL ENTRY,RESIDENCE,false,false,1215,012,27,24,05,1166931,1904844,2017,09/08/2017 03:48:38 PM,41.894456025,-87.662358639,"(41.894456025, -87.662358639)"
11075140,JA415880,09/02/2017 12:30:00 AM,102XX S MORGAN ST,0610,BURGLARY,FORCIBLE ENTRY,RESIDENCE-GARAGE,false,false,2232,022,34,73,05,1171458,1836896,2017,09/09/2017 03:47:24 PM,41.707901144,-87.647722935,"(41.707901144, -87.647722935)"
11075161,JA415861,09/02/2017 10:58:00 AM,090XX S COMMERCIAL AVE,0313,ROBBERY,ARMED: OTHER DANGEROUS WEAPON,SMALL RETAIL STORE,false,false,0423,004,10,46,03,1197713,1845639,2017,09/09/2017 03:47:24 PM,41.731278845,-87.551286711,"(41.731278845, -87.551286711)"
11075179,JA415922,09/02/2017 11:50:00 AM,008XX W 59TH ST,0325,ROBBERY,VEHICULAR HIJACKING,GAS STATION,false,false,0712,007,16,68,03,1171833,1865730,2017,09/09/2017 03:47:24 PM,41.78701723,-87.645505595,"(41.78701723, -87.645505595)"
11075197,JA415820,09/01/2017 09:00:00 AM,008XX S CICERO AVE,0610,BURGLARY,FORCIBLE ENTRY,OTHER,false,false,1131,011,24,25,05,1144519,1895900,2017,09/08/2017 03:48:38 PM,41.870364073,-87.744897116,"(41.870364073, -87.744897116)"
11075214,JA416009,09/01/2017 10:00:00 PM,093XX S ELIZABETH ST,0620,BURGLARY,UNLAWFUL ENTRY,RESIDENCE-GARAGE,false,false,2222,022,21,73,05,1169634,1842801,2017,09/08/2017 03:48:38 PM,41.724145015,-87.654231939,"(41.724145015, -87.654231939)"
11075216,JA416015,09/02/2017 08:00:00 AM,019XX N MONTICELLO AVE,0620,BURGLARY,UNLAWFUL ENTRY,RESIDENCE,false,false,2535,025,26,22,05,1151735,1912654,2017,09/09/2017 03:47:24 PM,41.916199946,-87.717963479,"(41.916199946, -87.717963479)"
11075219,JA415869,09/02/2017 11:00:00 AM,022XX S ALBANY AVE,0340,ROBBERY,ATTEMPT: STRONGARM-NO WEAPON,ALLEY,false,false,1033,010,24,30,03,1156040,1889004,2017,09/09/2017 03:47:24 PM,41.851216189,-87.702785476,"(41.851216189, -87.702785476)"
11075221,JA415160,09/01/2017 01:00:00 PM,046XX S KEATING AVE,0610,BURGLARY,FORCIBLE ENTRY,RESIDENCE,false,false,0815,008,23,56,05,1145472,1873426,2017,09/08/2017 03:48:38 PM,41.80867432,-87.741966391,"(41.80867432, -87.741966391)"
11075223,JA415894,09/02/2017 10:50:00 AM,018XX S ASHLAND AVE,031A,ROBBERY,ARMED: HANDGUN,SMALL RETAIL STORE,false,false,1233,012,25,31,03,1166007,1891394,2017,09/09/2017 03:47:24 PM,41.857567911,-87.666136197,"(41.857567911, -87.666136197)"
11075236,JA415973,09/02/2017 12:30:00 AM,055XX W NORTH AVE,0610,BURGLARY,FORCIBLE ENTRY,APARTMENT,false,false,2532,025,37,25,05,1138935,1910082,2017,09/09/2017 03:47:24 PM,41.909384478,-87.765053252,"(41.909384478, -87.765053252)"
11075261,JA416035,09/02/2017 04:00:00 AM,078XX S JEFFERY BLVD,0326,ROBBERY,AGGRAVATED VEHICULAR HIJACKING,STREET,false,false,0414,004,8,43,03,1190896,1853381,2017,09/09/2017 03:47:24 PM,41.752690858,-87.576009853,"(41.752690858, -87.576009853)"
11075301,JA416005,09/01/2017 03:00:00 PM,005XX N WALLER AVE,0320,ROBBERY,STRONGARM - NO WEAPON,SIDEWALK,false,false,1512,015,29,25,03,1138247,1902918,2017,09/08/2017 03:48:38 PM,41.889738065,-87.7677542,"(41.889738065, -87.7677542)"
11075329,JA416193,09/01/2017 02:30:00 AM,059XX N KIMBALL AVE,031A,ROBBERY,ARMED: HANDGUN,STREET,false,false,1711,017,39,13,03,1152628,1939502,2017,09/08/2017 03:48:38 PM,41.989855118,-87.713969764,"(41.989855118, -87.713969764)"
11075330,JA416123,09/01/2017 06:00:00 PM,045XX W ARMITAGE AVE,0610,BURGLARY,FORCIBLE ENTRY,COMMERCIAL / BUSINESS OFFICE,false,false,2533,025,31,20,05,1145960,1912909,2017,09/08/2017 03:48:38 PM,41.917011438,-87.73917425,"(41.917011438, -87.73917425)"
11075361,JA415992,09/02/2017 01:15:00 AM,096XX S HARVARD AVE,0620,BURGLARY,UNLAWFUL ENTRY,RESIDENCE,false,false,0511,005,21,49,05,1175652,1841063,2017,09/09/2017 03:47:24 PM,41.719243315,-87.632240124,"(41.719243315, -87.632240124)"
11075376,JA416267,09/02/2017 01:00:00 PM,061XX S KIMBARK AVE,0320,ROBBERY,STRONGARM - NO WEAPON,RESIDENCE,false,false,0314,003,20,42,03,1185697,1864531,2017,09/09/2017 03:47:24 PM,41.783411475,-87.594710897,"(41.783411475, -87.594710897)"
11075396,JA416054,09/02/2017 01:30:00 PM,072XX S CONSTANCE AVE,0326,ROBBERY,AGGRAVATED VEHICULAR HIJACKING,STREET,false,false,0324,003,5,43,03,1189632,1857155,2017,09/09/2017 03:47:24 PM,41.763077481,-87.580520793,"(41.763077481, -87.580520793)"
11075416,JA416346,09/02/2017 04:00:00 PM,053XX W MONROE ST,0610,BURGLARY,FORCIBLE ENTRY,RESIDENCE-GARAGE,false,false,1522,015,29,25,05,1140801,1899144,2017,09/09/2017 03:47:24 PM,41.879335159,-87.758467514,"(41.879335159, -87.758467514)"
11075427,JA416295,09/02/2017 05:00:00 PM,042XX W 31ST ST,0320,ROBBERY,STRONGARM - NO WEAPON,STREET,false,false,1031,010,22,30,03,1148421,1883699,2017,09/09/2017 03:47:24 PM,41.836808691,-87.730885744,"(41.836808691, -87.730885744)"
11075441,JA416246,09/02/2017 01:00:00 PM,034XX W OGDEN AVE,0320,ROBBERY,STRONGARM - NO WEAPON,STREET,false,false,1021,010,24,29,03,1153914,1890794,2017,09/09/2017 03:47:24 PM,41.856170731,-87.710540771,"(41.856170731, -87.710540771)"
11075444,JA416335,09/02/2017 09:30:00 AM,083XX S SAGINAW AVE,0610,BURGLARY,FORCIBLE ENTRY,RESIDENCE,false,false,0423,004,7,46,05,1195283,1850238,2017,09/09/2017 03:47:24 PM,41.743959128,-87.560037131,"(41.743959128, -87.560037131)"
11075455,JA416384,09/01/2017 11:15:00 PM,015XX W 72ND PL,0620,BURGLARY,UNLAWFUL ENTRY,RESIDENCE,false,false,0734,007,17,67,05,1167262,1856650,2017,09/08/2017 03:48:38 PM,41.762199673,-87.662525062,"(41.762199673, -87.662525062)"
11075503,JA416194,09/02/2017 03:30:00 PM,075XX S YATES BLVD,031A,ROBBERY,ARMED: HANDGUN,SIDEWALK,false,false,0414,004,7,43,03,1193509,1855532,2017,09/09/2017 03:47:24 PM,41.758529857,-87.566364189,"(41.758529857, -87.566364189)"
11075526,JA416331,09/02/2017 01:00:00 AM,006XX N LEAMINGTON AVE,0320,ROBBERY,STRONGARM - NO WEAPON,RESIDENCE,false,false,1532,015,28,25,03,1141913,1903767,2017,09/09/2017 03:47:24 PM,41.892000726,-87.75426983,"(41.892000726, -87.75426983)"
11075537,JA416412,09/02/2017 03:00:00 PM,019XX W FARRAGUT AVE,0620,BURGLARY,UNLAWFUL ENTRY,RESIDENCE-GARAGE,false,false,2012,020,40,4,05,1162271,1934872,2017,09/09/2017 03:47:24 PM,41.97695338,-87.678631194,"(41.97695338, -87.678631194)"
11075552,JA416175,09/02/2017 01:30:00 PM,048XX S ASHLAND AVE,031A,ROBBERY,ARMED: HANDGUN,SIDEWALK,false,false,0933,009,20,61,03,1166487,1872698,2017,09/09/2017 03:47:24 PM,41.806253938,-87.664908299,"(41.806253938, -87.664908299)"
11075559,JA416282,09/02/2017 12:28:00 PM,004XX S CLARK ST,0610,BURGLARY,FORCIBLE ENTRY,RESTAURANT,false,false,0122,001,2,32,05,1175594,1898346,2017,09/09/2017 03:47:24 PM,41.876434835,-87.630737689,"(41.876434835, -87.630737689)"
